id_coordenada;id_partida;id_usuario;objeto_colisionador;objeto_colisionado;x;y;fecha_hora
905;46;1;rojo;azul;611;88;2025-10-13 15:08:26
906;46;1;rojo;verde;909;53;2025-10-13 15:08:26
907;46;1;blanco;verde;1200;493;2025-10-13 15:08:28
908;46;1;rojo;violeta;619;505;2025-10-13 15:08:29
909;46;1;blanco;azul;680;254;2025-10-13 15:08:30
910;46;1;rojo;verde;421;179;2025-10-13 15:08:30
911;46;1;rojo;amarillo;180;433;2025-10-13 15:08:31
912;46;1;rojo;violeta;571;241;2025-10-13 15:08:33
913;46;1;blanco;verde;447;531;2025-10-13 15:08:34
914;46;1;rojo;amarillo;229;525;2025-10-13 15:08:34
915;46;1;rojo;verde;56;557;2025-10-13 15:08:35
916;46;1;rojo;amarillo;143;573;2025-10-13 15:08:36
917;46;1;rojo;verde;495;590;2025-10-13 15:08:37
918;46;1;blanco;violeta;287;423;2025-10-13 15:08:41
919;47;1;blanco;verde;344;545;2025-10-13 15:09:01
920;47;1;blanco;verde;315;516;2025-10-13 15:09:01
921;47;1;blanco;violeta;464;289;2025-10-13 15:09:04
922;47;1;blanco;violeta;684;54;2025-10-13 15:09:08
923;47;1;blanco;violeta;542;192;2025-10-13 15:09:09
924;48;1;blanco;azul;240;617;2025-10-13 15:09:24
925;48;1;blanco;violeta;730;146;2025-10-13 15:09:25
926;48;1;blanco;amarillo;1150;193;2025-10-13 15:09:27
927;48;1;blanco;verde;1087;431;2025-10-13 15:09:27
928;48;1;blanco;azul;510;236;2025-10-13 15:09:30
929;48;1;rojo;azul;1080;676;2025-10-13 15:09:30
930;48;1;blanco;verde;248;18;2025-10-13 15:09:30
931;48;1;blanco;amarillo;529;594;2025-10-13 15:09:33
932;48;1;rojo;verde;23;614;2025-10-13 15:09:35
933;48;1;blanco;azul;300;362;2025-10-13 15:09:38
934;48;1;blanco;violeta;333;272;2025-10-13 15:09:38
935;48;1;blanco;violeta;514;335;2025-10-13 15:09:40
936;49;1;blanco;azul;1136;60;2025-10-13 15:11:41
937;49;1;rojo;verde;774;238;2025-10-13 15:11:41
938;49;1;blanco;verde;694;429;2025-10-13 15:11:44
939;49;1;blanco;amarillo;353;67;2025-10-13 15:11:45
940;49;1;rojo;verde;54;611;2025-10-13 15:11:45
941;49;1;rojo;azul;297;399;2025-10-13 15:11:46
942;49;1;blanco;amarillo;821;571;2025-10-13 15:11:47
943;49;1;blanco;verde;588;177;2025-10-13 15:11:50
944;49;1;blanco;verde;404;501;2025-10-13 15:11:51
945;49;1;rojo;violeta;677;1;2025-10-13 15:11:57
946;49;1;rojo;verde;993;38;2025-10-13 15:11:57
947;49;1;blanco;verde;208;526;2025-10-13 15:12:01
948;50;1;blanco;verde;213;635;2025-10-13 15:14:07
949;50;1;blanco;amarillo;155;290;2025-10-13 15:14:08
950;50;1;blanco;verde;899;131;2025-10-13 15:14:13
951;50;1;blanco;azul;469;279;2025-10-13 15:14:14
952;50;1;blanco;violeta;343;343;2025-10-13 15:14:14
953;50;1;blanco;verde;854;198;2025-10-13 15:14:18
954;50;1;blanco;violeta;860;370;2025-10-13 15:14:19
955;50;1;blanco;violeta;985;381;2025-10-13 15:14:19
956;50;1;blanco;amarillo;1117;470;2025-10-13 15:14:19
957;50;1;blanco;verde;314;257;2025-10-13 15:14:23
958;50;1;blanco;verde;974;239;2025-10-13 15:14:27
959;51;1;blanco;violeta;337;265;2025-10-13 16:52:37
960;51;1;blanco;verde;882;168;2025-10-13 16:52:42
961;51;1;rojo;azul;1075;493;2025-10-13 16:52:42
962;51;1;blanco;verde;942;351;2025-10-13 16:52:44
963;51;1;rojo;violeta;955;47;2025-10-13 16:52:46
964;51;1;rojo;azul;591;56;2025-10-13 16:52:47
965;51;1;rojo;azul;449;217;2025-10-13 16:52:48
966;51;1;rojo;azul;582;474;2025-10-13 16:52:49
967;51;1;rojo;violeta;653;552;2025-10-13 16:52:49
968;51;1;rojo;verde;171;479;2025-10-13 16:52:50
969;51;1;blanco;verde;1043;338;2025-10-13 16:52:51
970;51;1;blanco;azul;1102;276;2025-10-13 16:52:51
971;51;1;rojo;violeta;863;613;2025-10-13 16:52:52
972;51;1;rojo;azul;1144;482;2025-10-13 16:52:53
973;51;1;blanco;violeta;276;631;2025-10-13 16:52:54
974;51;1;blanco;violeta;214;449;2025-10-13 16:52:55
975;51;1;rojo;amarillo;790;209;2025-10-13 16:52:55
976;51;1;rojo;verde;321;84;2025-10-13 16:52:57
977;51;1;rojo;verde;407;118;2025-10-13 16:52:57
978;51;1;rojo;azul;551;139;2025-10-13 16:52:57
979;51;1;rojo;amarillo;743;94;2025-10-13 16:52:58
980;51;1;blanco;verde;619;576;2025-10-13 16:52:58
981;51;1;blanco;verde;1001;141;2025-10-13 16:53:01
982;51;1;blanco;verde;303;510;2025-10-13 16:53:03
983;51;1;rojo;amarillo;813;150;2025-10-13 16:53:07
984;52;1;blanco;amarillo;913;118;2025-10-13 16:58:44
985;54;1;blanco;azul;155;540;2025-10-13 20:27:43
986;54;1;blanco;violeta;1092;395;2025-10-13 20:27:47
987;54;1;blanco;amarillo;197;655;2025-10-13 20:27:52
988;54;1;blanco;amarillo;249;627;2025-10-13 20:27:52
989;54;1;rojo;violeta;1060;183;2025-10-13 20:27:53
990;54;1;blanco;verde;889;44;2025-10-13 20:27:54
991;54;1;rojo;violeta;714;232;2025-10-13 20:27:55
992;54;1;blanco;azul;1234;352;2025-10-13 20:27:56
993;54;1;rojo;amarillo;304;177;2025-10-13 20:27:56
994;54;1;blanco;violeta;747;528;2025-10-13 20:27:57
995;54;1;rojo;violeta;359;117;2025-10-13 20:27:58
996;54;1;blanco;azul;456;95;2025-10-13 20:27:59
997;54;1;rojo;verde;526;516;2025-10-13 20:27:59
998;54;1;blanco;amarillo;196;431;2025-10-13 20:28:01
999;54;1;rojo;violeta;919;25;2025-10-13 20:28:02
1000;54;1;rojo;violeta;1024;545;2025-10-13 20:28:02
1001;54;1;rojo;azul;739;676;2025-10-13 20:28:03
1002;54;1;rojo;verde;146;603;2025-10-13 20:28:05
1003;54;1;blanco;verde;505;367;2025-10-13 20:28:07
1004;54;1;rojo;azul;645;347;2025-10-13 20:28:08
1005;54;1;blanco;violeta;194;81;2025-10-13 20:28:08
1006;54;1;rojo;verde;222;616;2025-10-13 20:28:09
1007;55;1;rojo;violeta;411;495;2025-10-15 00:39:12
1008;55;1;rojo;violeta;564;233;2025-10-15 00:39:12
1009;55;1;rojo;verde;646;370;2025-10-15 00:39:14
1010;55;1;rojo;azul;957;320;2025-10-15 00:39:14
1011;55;1;rojo;verde;580;658;2025-10-15 00:39:16
1012;55;1;rojo;azul;575;305;2025-10-15 00:39:17
1013;55;1;blanco;azul;885;584;2025-10-15 00:39:18
1014;55;1;rojo;violeta;92;382;2025-10-15 00:39:18
1015;55;1;rojo;violeta;175;394;2025-10-15 00:39:18
1016;55;1;rojo;azul;880;636;2025-10-15 00:39:20
1017;55;1;rojo;violeta;1117;526;2025-10-15 00:39:21
1018;55;1;rojo;azul;133;652;2025-10-15 00:39:23
1019;55;1;rojo;violeta;110;272;2025-10-15 00:39:23
1020;55;1;rojo;azul;485;624;2025-10-15 00:39:24
1021;55;1;rojo;verde;828;7;2025-10-15 00:39:26
1022;55;1;rojo;violeta;967;34;2025-10-15 00:39:26
1023;55;1;blanco;verde;356;596;2025-10-15 00:39:27
1024;55;1;rojo;violeta;929;544;2025-10-15 00:39:27
1025;55;1;blanco;violeta;443;636;2025-10-15 00:39:27
1026;55;1;rojo;violeta;266;647;2025-10-15 00:39:28
1027;55;1;rojo;azul;433;167;2025-10-15 00:39:29
1028;55;1;rojo;violeta;1046;138;2025-10-15 00:39:30
1029;55;1;rojo;amarillo;534;12;2025-10-15 00:39:31
1030;55;1;blanco;violeta;928;521;2025-10-15 00:39:32
1031;55;1;rojo;verde;293;278;2025-10-15 00:39:32
1032;55;1;rojo;azul;296;532;2025-10-15 00:39:33
1033;55;1;blanco;amarillo;1144;203;2025-10-15 00:39:33
1034;55;1;rojo;verde;876;494;2025-10-15 00:39:34
1035;55;1;rojo;azul;609;109;2025-10-15 00:39:35
1036;55;1;rojo;verde;1162;196;2025-10-15 00:39:37
1037;55;1;rojo;azul;1045;270;2025-10-15 00:39:38
1038;56;1;residuo_no_reciclable;botella_plastico;683;34;2025-10-15 01:15:24
1039;56;1;residuo_no_reciclable;residuo_electronico;812;154;2025-10-15 01:15:24
1040;56;1;tacho_reciclaje;botella_vidrio;1174;161;2025-10-15 01:15:26
1041;56;1;tacho_reciclaje;residuo_electronico;473;388;2025-10-15 01:15:28
1042;56;1;residuo_no_reciclable;residuo_electronico;489;35;2025-10-15 01:15:28
1043;56;1;tacho_reciclaje;residuo_electronico;878;595;2025-10-15 01:15:29
1044;56;1;tacho_reciclaje;botella_vidrio;756;40;2025-10-15 01:15:31
1045;56;1;tacho_reciclaje;botella_vidrio;911;197;2025-10-15 01:15:32
1046;56;1;tacho_reciclaje;botella_vidrio;743;192;2025-10-15 01:15:33
1047;56;1;residuo_no_reciclable;papel_reciclable;1115;229;2025-10-15 01:15:33
1048;56;1;residuo_no_reciclable;botella_plastico;992;647;2025-10-15 01:15:34
1049;56;1;tacho_reciclaje;botella_plastico;341;669;2025-10-15 01:15:36
1050;56;1;tacho_reciclaje;residuo_electronico;267;641;2025-10-15 01:15:36
1051;56;1;tacho_reciclaje;botella_plastico;677;434;2025-10-15 01:15:37
1052;56;1;tacho_reciclaje;botella_plastico;753;418;2025-10-15 01:15:37
1053;56;1;tacho_reciclaje;residuo_electronico;732;351;2025-10-15 01:15:38
1054;56;1;residuo_no_reciclable;residuo_electronico;231;520;2025-10-15 01:15:38
1055;56;1;tacho_reciclaje;botella_plastico;469;349;2025-10-15 01:15:39
1056;56;1;tacho_reciclaje;botella_vidrio;232;385;2025-10-15 01:15:39
1057;56;1;tacho_reciclaje;residuo_electronico;39;489;2025-10-15 01:15:40
1058;56;1;tacho_reciclaje;botella_vidrio;1010;667;2025-10-15 01:15:41
1059;56;1;tacho_reciclaje;botella_plastico;1133;630;2025-10-15 01:15:42
1060;56;1;tacho_reciclaje;botella_plastico;300;588;2025-10-15 01:15:44
1061;56;1;tacho_reciclaje;botella_vidrio;552;331;2025-10-15 01:15:45
1062;56;1;tacho_reciclaje;botella_plastico;797;615;2025-10-15 01:15:47
1063;56;1;residuo_no_reciclable;botella_vidrio;1075;48;2025-10-15 01:15:49
1064;56;1;tacho_reciclaje;botella_plastico;883;530;2025-10-15 01:15:50
1065;56;1;tacho_reciclaje;botella_vidrio;325;559;2025-10-15 01:15:51
1066;59;1;residuo_no_reciclable;residuo_electronico;748;63;2025-10-15 01:58:17
1067;59;1;residuo_no_reciclable;papel_reciclable;209;291;2025-10-15 01:58:21
1068;59;1;tacho_reciclaje;papel_reciclable;469;679;2025-10-15 01:58:22
1069;59;1;residuo_no_reciclable;residuo_electronico;975;453;2025-10-15 01:58:23
1070;59;1;tacho_reciclaje;papel_reciclable;779;388;2025-10-15 01:58:24
1071;59;1;tacho_reciclaje;papel_reciclable;140;322;2025-10-15 01:58:25
1072;59;1;residuo_no_reciclable;residuo_electronico;859;282;2025-10-15 01:58:25
1073;59;1;tacho_reciclaje;papel_reciclable;182;294;2025-10-15 01:58:26
1074;59;1;tacho_reciclaje;papel_reciclable;597;465;2025-10-15 01:58:27
1075;59;1;tacho_reciclaje;botella_plastico;676;406;2025-10-15 01:58:28
1076;59;1;tacho_reciclaje;botella_plastico;1077;190;2025-10-15 01:58:29
1077;59;1;residuo_no_reciclable;botella_plastico;268;571;2025-10-15 01:58:29
1078;59;1;tacho_reciclaje;papel_reciclable;1186;115;2025-10-15 01:58:29
1079;59;1;tacho_reciclaje;botella_vidrio;1228;50;2025-10-15 01:58:29
1080;59;1;tacho_reciclaje;botella_vidrio;1191;465;2025-10-15 01:58:30
1081;59;1;tacho_reciclaje;botella_plastico;65;654;2025-10-15 01:58:31
1082;59;1;tacho_reciclaje;papel_reciclable;140;353;2025-10-15 01:58:33
1083;59;1;tacho_reciclaje;botella_vidrio;388;591;2025-10-15 01:58:36
1084;59;1;residuo_no_reciclable;botella_vidrio;202;108;2025-10-15 01:58:36
1085;59;1;residuo_no_reciclable;residuo_electronico;94;219;2025-10-15 01:58:36
1086;59;1;tacho_reciclaje;residuo_electronico;810;189;2025-10-15 01:58:37
1087;59;1;residuo_no_reciclable;residuo_electronico;415;601;2025-10-15 01:58:38
1088;59;1;residuo_no_reciclable;papel_reciclable;1163;233;2025-10-15 01:58:40
1089;59;1;residuo_no_reciclable;botella_vidrio;1189;354;2025-10-15 01:58:41
1090;59;1;residuo_no_reciclable;residuo_electronico;927;541;2025-10-15 01:58:41
1091;59;1;tacho_reciclaje;residuo_electronico;683;369;2025-10-15 01:58:43
1092;59;1;tacho_reciclaje;papel_reciclable;631;635;2025-10-15 01:58:44
1093;59;1;residuo_no_reciclable;botella_plastico;173;8;2025-10-15 01:58:44
1094;59;1;residuo_no_reciclable;botella_vidrio;131;319;2025-10-15 01:58:45
1095;59;1;tacho_reciclaje;residuo_electronico;1089;75;2025-10-15 01:58:46
1096;60;1;residuo_no_reciclable;botella_vidrio;1116;538;2025-10-15 02:16:06
1097;60;1;residuo_no_reciclable;papel_reciclable;390;102;2025-10-15 02:16:08
1098;60;1;tacho_reciclaje;residuo_electronico;541;535;2025-10-15 02:16:08
1099;60;1;residuo_no_reciclable;botella_plastico;318;620;2025-10-15 02:16:11
1100;60;1;tacho_reciclaje;botella_plastico;946;464;2025-10-15 02:16:11
1101;60;1;tacho_reciclaje;residuo_electronico;948;575;2025-10-15 02:16:12
1102;60;1;tacho_reciclaje;residuo_electronico;429;221;2025-10-15 02:16:13
1103;60;1;tacho_reciclaje;botella_vidrio;535;379;2025-10-15 02:16:14
1104;60;1;residuo_no_reciclable;papel_reciclable;1230;193;2025-10-15 02:16:14
1105;60;1;tacho_reciclaje;botella_plastico;277;413;2025-10-15 02:16:15
1106;60;1;tacho_reciclaje;residuo_electronico;291;568;2025-10-15 02:16:15
1107;60;1;tacho_reciclaje;papel_reciclable;339;158;2025-10-15 02:16:16
1108;60;1;tacho_reciclaje;botella_vidrio;738;457;2025-10-15 02:16:18
1109;60;1;tacho_reciclaje;botella_plastico;471;257;2025-10-15 02:16:20
1110;60;1;tacho_reciclaje;residuo_electronico;396;603;2025-10-15 02:16:21
1111;60;1;tacho_reciclaje;residuo_electronico;416;390;2025-10-15 02:16:23
1112;60;1;residuo_no_reciclable;botella_plastico;317;131;2025-10-15 02:16:27
1113;60;1;residuo_no_reciclable;residuo_electronico;498;280;2025-10-15 02:16:27
1114;60;1;residuo_no_reciclable;botella_vidrio;1211;329;2025-10-15 02:16:30
1115;60;1;tacho_reciclaje;residuo_electronico;683;336;2025-10-15 02:16:30
1116;60;1;tacho_reciclaje;papel_reciclable;1235;182;2025-10-15 02:16:32
1117;60;1;tacho_reciclaje;botella_plastico;1216;169;2025-10-15 02:16:32
1118;60;1;residuo_no_reciclable;papel_reciclable;478;502;2025-10-15 02:16:32
1119;60;1;tacho_reciclaje;residuo_electronico;1220;71;2025-10-15 02:16:33
1120;60;1;residuo_no_reciclable;residuo_electronico;155;575;2025-10-15 02:16:33
1121;60;1;residuo_no_reciclable;botella_vidrio;135;599;2025-10-15 02:16:33
1122;60;1;tacho_reciclaje;residuo_electronico;297;576;2025-10-15 02:16:37
1123;60;1;residuo_no_reciclable;botella_plastico;1116;673;2025-10-15 02:16:37
1124;60;1;tacho_reciclaje;botella_vidrio;874;150;2025-10-15 02:16:38
1125;60;1;residuo_no_reciclable;papel_reciclable;1064;349;2025-10-15 02:16:38
1126;60;1;residuo_no_reciclable;botella_vidrio;1031;309;2025-10-15 02:16:38
1127;60;1;tacho_reciclaje;botella_plastico;940;138;2025-10-15 02:16:39
1128;60;1;tacho_reciclaje;botella_plastico;1027;111;2025-10-15 02:16:39
1129;60;1;tacho_reciclaje;botella_plastico;699;522;2025-10-15 02:16:40
1130;60;1;residuo_no_reciclable;botella_plastico;379;268;2025-10-15 02:16:41
1131;60;1;tacho_reciclaje;botella_vidrio;628;432;2025-10-15 02:16:41
1132;60;1;tacho_reciclaje;residuo_electronico;576;453;2025-10-15 02:16:42
1133;60;1;tacho_reciclaje;papel_reciclable;415;578;2025-10-15 02:16:44
1134;60;1;tacho_reciclaje;residuo_electronico;197;56;2025-10-15 02:16:46
1135;60;1;tacho_reciclaje;residuo_electronico;624;172;2025-10-15 02:16:47
1136;60;1;residuo_no_reciclable;botella_vidrio;1085;135;2025-10-15 02:16:53
1137;60;1;residuo_no_reciclable;residuo_electronico;1131;272;2025-10-15 02:16:54
1138;60;1;residuo_no_reciclable;botella_plastico;1175;387;2025-10-15 02:16:54
1139;60;1;residuo_no_reciclable;botella_vidrio;822;517;2025-10-15 02:16:55
1140;60;1;tacho_reciclaje;residuo_electronico;733;130;2025-10-15 02:16:56
1141;60;1;residuo_no_reciclable;residuo_electronico;398;71;2025-10-15 02:16:57
1142;60;1;residuo_no_reciclable;residuo_electronico;43;572;2025-10-15 02:16:58
1143;61;1;residuo_no_reciclable;botella_vidrio;1194;588;2025-10-15 02:27:53
1144;61;1;residuo_no_reciclable;botella_vidrio;1116;512;2025-10-15 02:27:54
1145;61;1;tacho_reciclaje;papel_reciclable;513;333;2025-10-15 02:27:54
1146;61;1;residuo_no_reciclable;botella_plastico;706;236;2025-10-15 02:27:55
1147;61;1;residuo_no_reciclable;botella_vidrio;570;113;2025-10-15 02:27:56
1148;61;1;tacho_reciclaje;botella_plastico;1066;335;2025-10-15 02:27:56
1149;61;1;residuo_no_reciclable;residuo_electronico;43;640;2025-10-15 02:27:58
1150;61;1;tacho_reciclaje;botella_vidrio;1143;273;2025-10-15 02:27:58
1151;61;1;tacho_reciclaje;residuo_electronico;1132;16;2025-10-15 02:27:59
1152;61;1;residuo_no_reciclable;botella_plastico;584;283;2025-10-15 02:27:59
1153;61;1;residuo_no_reciclable;residuo_electronico;612;167;2025-10-15 02:28:00
1154;61;1;tacho_reciclaje;residuo_electronico;376;321;2025-10-15 02:28:00
1155;61;1;residuo_no_reciclable;botella_plastico;893;82;2025-10-15 02:28:00
1156;61;1;residuo_no_reciclable;residuo_electronico;949;168;2025-10-15 02:28:01
1157;61;1;tacho_reciclaje;botella_vidrio;81;329;2025-10-15 02:28:01
1158;61;1;tacho_reciclaje;botella_vidrio;487;73;2025-10-15 02:28:02
1159;61;1;tacho_reciclaje;botella_vidrio;855;12;2025-10-15 02:28:03
1160;61;1;residuo_no_reciclable;papel_reciclable;328;0;2025-10-15 02:28:05
1161;61;1;tacho_reciclaje;botella_plastico;1052;391;2025-10-15 02:28:05
1162;61;1;tacho_reciclaje;residuo_electronico;765;73;2025-10-15 02:28:06
1163;61;1;residuo_no_reciclable;papel_reciclable;282;662;2025-10-15 02:28:07
1164;61;1;tacho_reciclaje;residuo_electronico;727;446;2025-10-15 02:28:07
1165;61;1;residuo_no_reciclable;residuo_electronico;1082;71;2025-10-15 02:28:09
1166;61;1;tacho_reciclaje;botella_vidrio;179;604;2025-10-15 02:28:12
1167;61;1;tacho_reciclaje;papel_reciclable;374;547;2025-10-15 02:28:12
1168;61;1;tacho_reciclaje;residuo_electronico;750;557;2025-10-15 02:28:13
1169;61;1;tacho_reciclaje;botella_vidrio;815;230;2025-10-15 02:28:14
1170;61;1;residuo_no_reciclable;botella_plastico;190;358;2025-10-15 02:28:15
1171;61;1;tacho_reciclaje;papel_reciclable;919;111;2025-10-15 02:28:16
1172;61;1;tacho_reciclaje;residuo_electronico;334;161;2025-10-15 02:28:17
1173;61;1;tacho_reciclaje;botella_vidrio;534;337;2025-10-15 02:28:20
1174;61;1;tacho_reciclaje;botella_vidrio;170;288;2025-10-15 02:28:21
1175;61;1;residuo_no_reciclable;papel_reciclable;122;223;2025-10-15 02:28:22
1176;62;1;residuo_no_reciclable;residuo_electronico;802;179;2025-10-15 02:30:32
1177;62;1;tacho_reciclaje;residuo_electronico;180;473;2025-10-15 02:30:34
1178;62;1;residuo_no_reciclable;botella_plastico;958;546;2025-10-15 02:30:35
1179;62;1;tacho_reciclaje;papel_reciclable;354;601;2025-10-15 02:30:35
1180;62;1;residuo_no_reciclable;residuo_electronico;523;509;2025-10-15 02:30:36
1181;62;1;residuo_no_reciclable;papel_reciclable;549;426;2025-10-15 02:30:36
1182;62;1;tacho_reciclaje;botella_plastico;429;563;2025-10-15 02:30:37
1183;62;1;tacho_reciclaje;botella_vidrio;1009;560;2025-10-15 02:30:38
1184;62;1;tacho_reciclaje;residuo_electronico;621;274;2025-10-15 02:30:40
1185;62;1;tacho_reciclaje;residuo_electronico;474;141;2025-10-15 02:30:40
1186;62;1;residuo_no_reciclable;botella_vidrio;739;407;2025-10-15 02:30:40
1187;62;1;tacho_reciclaje;papel_reciclable;26;520;2025-10-15 02:30:41
1188;62;1;tacho_reciclaje;residuo_electronico;441;428;2025-10-15 02:30:43
1189;62;1;residuo_no_reciclable;papel_reciclable;587;612;2025-10-15 02:30:44
1190;62;1;tacho_reciclaje;botella_vidrio;513;179;2025-10-15 02:30:44
1191;62;1;tacho_reciclaje;botella_vidrio;650;162;2025-10-15 02:30:45
1192;62;1;residuo_no_reciclable;botella_vidrio;457;500;2025-10-15 02:30:45
1193;62;1;tacho_reciclaje;botella_plastico;1013;2;2025-10-15 02:30:46
1194;62;1;residuo_no_reciclable;papel_reciclable;90;217;2025-10-15 02:30:46
1195;62;1;tacho_reciclaje;residuo_electronico;1135;214;2025-10-15 02:30:46
1196;62;1;tacho_reciclaje;botella_vidrio;488;10;2025-10-15 02:30:49
1197;62;1;residuo_no_reciclable;botella_vidrio;1138;202;2025-10-15 02:30:50
1198;62;1;residuo_no_reciclable;papel_reciclable;652;409;2025-10-15 02:30:52
1199;62;1;tacho_reciclaje;residuo_electronico;1175;633;2025-10-15 02:30:53
1200;62;1;residuo_no_reciclable;botella_vidrio;75;528;2025-10-15 02:30:54
1201;62;1;tacho_reciclaje;botella_plastico;511;572;2025-10-15 02:30:54
1202;62;1;tacho_reciclaje;residuo_electronico;650;214;2025-10-15 02:30:54
1203;62;1;tacho_reciclaje;papel_reciclable;814;435;2025-10-15 02:30:55
1204;62;1;residuo_no_reciclable;botella_vidrio;1045;669;2025-10-15 02:30:57
1205;62;1;tacho_reciclaje;residuo_electronico;287;383;2025-10-15 02:30:58
1206;62;1;residuo_no_reciclable;papel_reciclable;1019;344;2025-10-15 02:30:59
1207;62;1;tacho_reciclaje;botella_plastico;283;539;2025-10-15 02:30:59
1208;62;1;residuo_no_reciclable;residuo_electronico;368;395;2025-10-15 02:31:01
1209;62;1;tacho_reciclaje;papel_reciclable;1028;655;2025-10-15 02:31:02
1210;62;1;tacho_reciclaje;botella_plastico;687;678;2025-10-15 02:31:02
1211;62;1;tacho_reciclaje;botella_vidrio;237;56;2025-10-15 02:31:03
1212;62;1;tacho_reciclaje;papel_reciclable;146;176;2025-10-15 02:31:03
1213;62;1;tacho_reciclaje;papel_reciclable;61;179;2025-10-15 02:31:04
1214;62;1;tacho_reciclaje;papel_reciclable;27;182;2025-10-15 02:31:04
1215;62;1;residuo_no_reciclable;papel_reciclable;668;27;2025-10-15 02:31:04
1216;62;1;tacho_reciclaje;residuo_electronico;457;598;2025-10-15 02:31:06
1217;62;1;residuo_no_reciclable;residuo_electronico;1023;560;2025-10-15 02:31:07
1218;62;1;residuo_no_reciclable;papel_reciclable;612;177;2025-10-15 02:31:08
1219;62;1;tacho_reciclaje;botella_plastico;763;564;2025-10-15 02:31:10
1220;62;1;tacho_reciclaje;residuo_electronico;738;373;2025-10-15 02:31:10
1221;62;1;tacho_reciclaje;papel_reciclable;781;141;2025-10-15 02:31:12
1222;62;1;tacho_reciclaje;botella_plastico;631;579;2025-10-15 02:31:14
1223;62;1;residuo_no_reciclable;botella_plastico;1128;357;2025-10-15 02:31:14
1224;62;1;tacho_reciclaje;residuo_electronico;179;252;2025-10-15 02:31:15
1225;62;1;tacho_reciclaje;papel_reciclable;48;431;2025-10-15 02:31:15
1226;62;1;tacho_reciclaje;papel_reciclable;612;457;2025-10-15 02:31:17
1227;62;1;tacho_reciclaje;botella_vidrio;874;494;2025-10-15 02:31:18
1228;62;1;tacho_reciclaje;botella_plastico;709;172;2025-10-15 02:31:19
1229;62;1;tacho_reciclaje;residuo_electronico;609;223;2025-10-15 02:31:20
1230;62;1;residuo_no_reciclable;residuo_electronico;420;627;2025-10-15 02:31:20
1231;62;1;tacho_reciclaje;residuo_electronico;323;261;2025-10-15 02:31:20
1232;62;1;tacho_reciclaje;botella_vidrio;285;659;2025-10-15 02:31:23
1233;62;1;tacho_reciclaje;papel_reciclable;281;427;2025-10-15 02:31:24
1234;62;1;residuo_no_reciclable;botella_vidrio;471;525;2025-10-15 02:31:25
1235;62;1;tacho_reciclaje;botella_vidrio;196;355;2025-10-15 02:31:27
1236;62;1;tacho_reciclaje;botella_vidrio;333;45;2025-10-15 02:31:28
1237;62;1;tacho_reciclaje;botella_vidrio;481;60;2025-10-15 02:31:31
1238;62;1;tacho_reciclaje;papel_reciclable;441;235;2025-10-15 02:31:31
1239;62;1;tacho_reciclaje;botella_plastico;569;308;2025-10-15 02:31:34
1240;62;1;tacho_reciclaje;botella_plastico;546;259;2025-10-15 02:31:34
1241;62;1;residuo_no_reciclable;botella_plastico;251;16;2025-10-15 02:31:35
1242;62;1;tacho_reciclaje;papel_reciclable;84;577;2025-10-15 02:31:35
1243;62;1;residuo_no_reciclable;residuo_electronico;1161;446;2025-10-15 02:31:38
1244;62;1;tacho_reciclaje;papel_reciclable;914;514;2025-10-15 02:31:39
1245;62;1;tacho_reciclaje;papel_reciclable;374;533;2025-10-15 02:31:39
1246;62;1;residuo_no_reciclable;botella_vidrio;393;494;2025-10-15 02:31:41
1247;62;1;tacho_reciclaje;residuo_electronico;825;184;2025-10-15 02:31:42
1248;62;1;tacho_reciclaje;botella_plastico;929;301;2025-10-15 02:31:43
1249;62;1;residuo_no_reciclable;botella_plastico;377;135;2025-10-15 02:31:44
1250;62;1;residuo_no_reciclable;botella_vidrio;1092;649;2025-10-15 02:31:46
1251;62;1;tacho_reciclaje;botella_plastico;541;491;2025-10-15 02:31:46
1252;62;1;residuo_no_reciclable;residuo_electronico;1198;550;2025-10-15 02:31:46
1253;62;1;tacho_reciclaje;botella_plastico;192;349;2025-10-15 02:31:48
1254;62;1;tacho_reciclaje;residuo_electronico;181;651;2025-10-15 02:31:48
1255;62;1;residuo_no_reciclable;residuo_electronico;649;3;2025-10-15 02:31:48
1256;62;1;tacho_reciclaje;botella_vidrio;1154;55;2025-10-15 02:31:50
1257;62;1;residuo_no_reciclable;residuo_electronico;16;602;2025-10-15 02:31:50
1258;62;1;tacho_reciclaje;botella_vidrio;1080;178;2025-10-15 02:31:51
1259;62;1;tacho_reciclaje;botella_vidrio;902;275;2025-10-15 02:31:52
1260;62;1;residuo_no_reciclable;botella_vidrio;863;182;2025-10-15 02:31:53
1261;62;1;tacho_reciclaje;residuo_electronico;438;524;2025-10-15 02:31:53
1262;62;1;tacho_reciclaje;botella_vidrio;460;314;2025-10-15 02:31:55
1263;62;1;tacho_reciclaje;residuo_electronico;181;125;2025-10-15 02:31:56
1264;62;1;tacho_reciclaje;botella_vidrio;457;590;2025-10-15 02:31:57
1265;62;1;tacho_reciclaje;residuo_electronico;1193;388;2025-10-15 02:31:58
1266;62;1;tacho_reciclaje;residuo_electronico;928;301;2025-10-15 02:31:59
1267;62;1;tacho_reciclaje;residuo_electronico;894;398;2025-10-15 02:32:00
1268;62;1;tacho_reciclaje;botella_vidrio;590;488;2025-10-15 02:32:01
1269;62;1;tacho_reciclaje;residuo_electronico;378;639;2025-10-15 02:32:02
